peopleAhead,activeCounters,hour,dayOfWeek,queueLength,eta
24,5,18,5,25,26.3010482202139
45,5,18,5,50,57.08794507634417
39,3,17,4,50,70.26862310829901
28,4,17,3,35,46.80852792201866
6,3,8,5,17,13.774480839028008
39,2,18,3,47,103.27183349168509
12,1,13,2,23,54.499503244697934
37,3,16,1,45,64.7622140191478
17,3,13,3,24,30.644466220634282
1,5,8,0,10,0.0
7,2,13,6,11,19.971643208521204
10,5,16,4,14,16.31880018832705
32,5,13,1,39,44.76165973832861
37,4,10,1,39,52.338344058391975
47,1,9,5,56,168.28212513629202
26,4,18,1,31,44.650570836967326
19,5,15,2,24,21.019320024187714
11,1,9,2,24,49.188901931034735
42,3,14,0,48,89.14521276049659
30,2,10,0,34,64.77256208119023
26,4,20,2,40,44.108069564059264
31,2,12,3,32,86.34630357784224
9,5,18,4,14,16.474902206261895
2,1,10,4,9,12.512162828341266
44,3,10,1,58,64.23528607816462
26,1,20,0,30,115.58300027825467
34,2,14,3,45,82.5211282687731
30,2,14,4,42,77.92569747755233
14,3,14,1,17,37.97645606036657
15,3,18,1,23,37.8143379475409
12,1,19,0,21,49.86990787360213
48,4,19,6,50,71.76669848083485
34,1,11,4,36,171.56575289658883
10,2,18,4,23,26.10921696857764
20,1,15,3,26,87.60448165348427
50,5,16,6,56,46.959019139890394
10,1,8,5,21,47.8703870352572
29,1,14,0,40,137.47979040804418
47,5,15,5,52,46.21584038831828
34,2,9,0,35,84.4520543389391
21,3,13,2,31,45.02486624290395
37,1,19,4,43,172.16823726887344
30,4,12,2,32,37.159325376945795
13,3,11,6,18,18.96075041300241
23,4,11,6,32,25.138821916569324
49,1,17,3,59,189.88001653909586
48,4,13,1,62,79.17880674123649
31,3,19,0,45,67.63396740997501
35,4,8,4,46,57.43656449124679
31,4,20,6,33,35.19097087127609
14,3,8,6,19,17.214416692263736
42,3,11,2,44,60.36572772396972
34,3,10,1,47,72.5632302498207
2,3,12,3,14,8.46096166166138
15,5,20,4,21,17.68725167828716
4,1,17,4,18,29.182764294762727
20,3,17,0,29,43.265941299430416
9,2,20,0,11,16.251223236472292
18,4,12,2,30,28.97459113234035
24,3,8,2,37,46.59733094549448
3,3,19,3,9,16.23180791321607
28,1,12,1,38,149.1452042834994
18,3,13,3,25,34.81882912345377
42,5,18,6,44,43.62049245877824
1,2,11,4,5,5.983377263849306
9,2,20,2,11,25.397712047536405
42,3,17,6,46,89.1047627965639
24,1,9,5,36,128.61375526575085
19,3,17,3,28,35.91699407627714
47,4,18,3,56,65.99242039534685
18,2,16,0,31,32.867209153313716
22,4,19,3,25,38.451999432848666
23,5,16,1,31,26.854997474374976
10,2,16,3,11,17.90501234554205
45,2,16,1,51,116.35457060821257
33,5,17,1,42,43.319029975698534
27,4,14,5,31,36.84943674534119
4,3,19,6,12,14.223974044521096
4,1,9,4,16,17.068686621123334
50,4,14,3,62,71.88514819623771
20,5,8,2,31,21.373215503531817
11,5,13,4,12,13.36168870469282
49,5,13,0,51,43.81791116658789
3,2,12,3,11,13.372650684503133
48,3,14,6,57,78.16012935197044
41,2,10,4,46,90.60990222007598
19,2,14,0,25,46.50148763330599
37,2,13,6,40,88.75302675321643
24,5,10,5,37,30.05881518511513
13,4,13,4,21,24.788991131210363
10,1,8,4,14,35.50898171786513
31,1,9,4,37,123.96410297162377
10,3,19,5,17,25.97552295995862
17,3,17,6,27,33.00605477465137
26,5,11,1,37,38.98494040184896
17,1,20,3,23,71.8714281720144
22,4,19,0,33,36.24800242007117
10,5,19,5,16,19.724169677438535
20,3,12,6,26,29.94024433356706
43,5,10,3,45,50.203343714139386
4,3,19,5,18,13.69831695477137
22,1,20,4,35,104.34301006066364
40,5,11,1,49,51.250057347602166
24,2,9,2,37,63.5149631719917
40,3,15,4,47,58.21077054826171
9,2,12,2,11,26.104132870466792
21,3,8,1,22,43.57021379792619
18,2,11,1,29,50.21356626470355
0,1,19,2,6,11.255866202183775
6,1,17,1,8,40.51647663244187
3,4,9,2,8,3.6439730072606684
0,4,16,1,10,4.528785062831517
14,4,12,2,25,27.032492628140567
39,5,13,2,45,52.1841547033081
11,3,16,5,19,13.625448011131787
21,5,16,3,25,21.07911423577954
21,4,10,1,35,26.850638417497187
49,3,16,3,52,72.33831070515998
46,5,11,6,57,53.64211009287015
16,1,8,6,20,69.2418539258892
28,3,15,3,38,44.88253065568983
45,4,9,2,52,55.78583090069318
13,1,17,4,17,53.62596411589267
49,3,11,5,57,80.07622556489116
19,5,10,5,22,14.680524782168092
49,4,16,2,56,69.05464362607836
47,5,12,6,53,60.2104362972899
32,1,9,1,46,166.88336785575945
42,1,11,2,43,178.85629620169217
14,1,12,6,23,65.85578208187984
11,3,13,0,16,22.66897073350137
39,4,15,1,44,46.602902061673035
19,1,16,4,22,79.83521352956988
29,5,16,0,37,34.841097110791175
37,4,8,2,43,43.16446236784963
2,5,20,2,12,1.0974119881546769
27,5,8,4,31,29.44305985410223
25,1,10,2,35,124.17932521086797
29,4,15,4,31,28.459557881874282
12,2,12,0,16,36.96911571705487
12,3,17,4,13,28.50448545470043
1,2,13,4,2,7.916377907085518
36,3,18,1,50,71.8557473337878
48,4,15,5,60,59.837049979697014
37,1,11,3,45,156.26500050203728
1,4,16,1,5,5.731967458527261
35,2,19,3,49,78.35184781511296
25,5,17,0,34,33.40497557748883
10,3,11,0,16,18.151835230996603
7,3,17,2,17,25.34954537995327
43,2,19,5,47,117.32338329797703
39,1,17,6,48,197.1422356811725
42,4,20,1,54,68.40665205876753
21,2,12,2,31,58.93847798448576
19,4,13,2,20,35.57504319934998
7,1,13,3,11,36.34671308437425
28,5,19,1,40,40.79043913347645
39,4,18,1,46,53.336211345068435
25,1,15,2,28,125.53287370588984
29,2,18,2,40,75.14007876659987
16,5,20,2,26,19.092250875074523
19,5,16,3,25,22.893651275669082
15,5,8,5,25,20.42284220334983
45,3,10,3,49,76.49550989819205
42,1,14,4,51,181.39680443658753
6,4,19,6,16,12.827985673628907
15,2,10,0,19,34.70753956031851
44,5,12,1,48,51.72355021240085
46,5,11,6,60,52.903706826655274
47,5,12,1,57,57.49848997744703
26,1,10,0,35,125.74035926957328
22,2,10,5,24,47.50612080944023
23,1,20,6,25,118.81038220473646
8,2,19,2,22,26.804541772278633
34,4,19,5,38,51.488465485999335
50,3,17,5,52,90.78588339308877
19,2,20,6,32,48.80838178882036
36,1,15,1,38,131.31471521743262
41,1,10,1,47,167.071396865119
16,1,20,2,20,79.85622229092533
46,3,15,1,56,94.00206224065835
30,2,12,5,33,73.88473775316817
7,2,8,6,11,15.429515899966558
14,2,9,3,21,28.37980974148269
30,2,19,0,37,75.58492976418344
29,5,14,3,32,29.341807083762156
45,5,8,3,56,53.82601810739404
19,1,9,1,28,105.38958792534005
38,5,8,3,48,49.04084679329787
11,2,17,4,13,26.737910154100614
48,2,14,3,50,104.32461905961864
16,5,9,1,19,20.629922571155824
41,4,20,2,54,53.531553303026236
29,1,17,2,35,136.23753260378086
28,3,10,5,42,52.13409098295747
18,1,18,1,31,91.39218197953694
45,1,18,3,51,225.46081212898102
10,1,18,0,17,47.51409975230139
33,5,14,3,46,49.39562972539964
49,1,8,6,56,232.86134303569187
6,2,19,3,7,23.259599634714252
43,1,11,0,50,146.48261768086255
33,2,14,3,34,73.85974739810435
19,5,9,6,22,15.561153669688652
49,5,11,3,53,51.62183957165012
37,1,16,6,43,129.01358861137396
23,2,14,4,34,55.55113411585416
9,2,10,4,13,15.77449236783795
31,2,10,6,44,66.23857666906422
14,2,18,5,26,41.02874216053274
36,3,11,1,40,64.56642950903274
19,5,11,3,25,21.43548514106899
2,2,20,5,6,3.15451790677428
36,3,20,6,42,45.24630051287624
39,3,19,2,49,76.76525440929407
7,5,15,2,10,5.956989770270534
39,4,13,1,47,53.62151725168446
43,1,13,4,49,231.28076138359813
22,5,15,1,31,25.2092352212617
39,4,18,6,41,51.912927283485345
10,1,15,1,15,50.25048179726423
45,1,15,2,55,201.54379319852157
7,1,19,6,18,40.138085054911016
28,3,8,4,37,46.275796480190515
29,2,15,4,43,64.34112276442436
9,1,12,3,15,49.74706717426876
38,2,10,6,44,92.71047651906605
27,1,14,1,39,125.41749156115279
48,3,20,5,62,95.97087108473832
35,1,9,3,42,132.72655026040331
12,5,17,0,25,21.538755148795637
31,4,17,2,38,51.152036173937276
35,1,13,0,40,172.34225705946903
36,4,11,0,44,53.012626866688606
25,4,20,6,31,35.110490323942436
21,3,8,0,25,27.78146292760603
3,4,20,5,4,3.0912625816338593
30,3,13,4,31,63.613952394683906
17,1,10,6,28,91.4783787400852
37,2,19,3,43,95.95320339226258
23,3,20,3,28,37.56726231940604
22,4,11,1,25,36.653616676038524
21,4,11,1,33,28.000974814345867
1,1,15,1,7,13.38549709598884
30,3,14,0,38,66.80084005641716
10,1,16,5,15,45.54712684080847
27,3,18,2,31,48.947392342948014
45,2,14,5,53,112.48587238384027
31,5,16,2,35,29.347733819366947
4,1,8,2,12,18.190742210082945
37,4,11,3,43,46.85276564368827
9,1,19,4,19,50.51437578759856
39,3,8,5,44,68.62754735629268
45,1,13,2,46,195.52846793374448
23,2,9,5,25,44.26352752897015
34,3,17,2,41,75.5208620413891
43,4,16,4,45,51.72316675276479
47,4,19,1,57,70.88221613848006
22,3,11,3,36,38.078205728637165
16,2,18,5,19,43.13841867355293
0,1,11,6,7,0.0
30,5,13,6,43,41.619563546879036
30,4,12,3,33,38.89685990946382
41,2,13,4,50,94.90624501582873
41,2,20,0,50,91.00523911369349
33,2,19,3,46,81.77791594745081
8,1,16,0,15,37.95387934964353
21,2,13,1,26,57.88871961043794
12,2,13,6,14,27.13635252160325
24,3,20,6,29,35.35166224039473
47,3,11,5,52,79.02215451994064
17,2,14,3,19,39.00521243450629
50,2,11,3,59,127.07082847300636
11,3,12,1,16,30.093951243196067
39,1,11,2,50,153.17397922022488
16,3,16,2,25,35.53886750401473
14,3,13,5,22,29.664181570527514
41,3,17,1,50,90.60692508805462
14,3,13,4,20,33.10231707147781
14,5,20,0,22,21.492780885689953
38,4,12,4,50,54.43906374187655
12,1,19,4,15,59.95915515419044
16,1,16,5,29,83.41425518338428
31,2,12,3,45,91.60031579110745
8,5,19,0,11,13.027591242749352
39,2,19,6,49,91.11737041712162
19,1,15,4,33,94.15577372006916
25,1,13,2,38,120.86988409200593
26,2,13,4,35,61.106398012070755
20,4,19,2,21,33.29020347814183
17,2,18,2,22,43.30733314364269
12,4,10,0,15,10.274027507516296
15,4,16,3,28,18.858324777605866
8,3,17,2,13,21.86489994040354
11,1,10,5,16,44.152882445327215
43,3,16,5,49,74.51684939569301
37,1,19,1,45,175.82962376349676
18,3,19,3,19,33.89907757607187
6,4,9,1,18,14.662051497961128
34,3,20,5,42,61.65258294203769
47,5,15,6,58,56.75394859604223
17,3,18,2,22,30.931641699896673
15,3,14,2,27,32.23297917433481
38,3,10,0,49,74.31315989141655
3,5,14,1,11,11.296563331293388
24,1,15,6,35,108.62518264161454
31,3,11,4,44,62.793288618655446
39,1,16,4,50,142.4733019393696
12,2,15,3,24,28.9891222405456
44,4,17,3,46,68.52750615095151
16,2,9,5,21,42.60743351504181
48,5,20,2,53,46.18360818927138
36,5,20,1,47,48.47333922807477
5,1,13,0,7,23.309985531081516
18,1,8,0,25,91.82050580989808
12,3,8,3,24,28.267264851788454
25,2,17,6,26,69.87216792666408
13,1,19,4,20,58.366279862201445
30,1,8,2,40,151.50359925498077
3,1,14,2,14,22.133636705200008
38,4,14,5,50,49.5501070465824
7,1,8,6,10,34.27874681657896
24,4,12,4,37,42.020364705795096
12,5,12,1,15,21.510197054958923
31,3,13,4,36,66.74137669233866
37,2,20,3,46,94.2169795582673
37,1,11,5,40,159.56608174069456
27,4,9,6,41,31.577316695155986
29,1,11,4,33,117.16608633249834
2,1,12,2,13,12.213981878245036
27,4,18,0,35,45.02097695987011
2,1,10,1,15,16.126096067426193
44,2,9,3,50,94.09714368560508
33,5,20,0,39,34.1792316440083
15,3,13,4,29,31.68249865790648
21,1,20,0,28,102.34875014487353
31,4,19,1,38,49.61550549508758
37,2,17,1,43,109.4772806836921
7,1,11,5,19,33.70087669948333
7,5,14,1,16,17.17677167628188
5,5,13,6,17,8.534382128081056
13,4,15,5,16,18.870526703350162
31,1,12,5,43,171.78942527380437
34,1,13,2,47,138.19061309225185
9,1,16,1,19,41.92451415926631
2,5,18,6,8,7.115965812990434
11,1,12,3,13,59.29406045564109
48,1,16,4,57,221.02666381270623
30,1,10,3,39,124.24654523711168
28,1,16,4,32,112.97944465266873
4,4,9,6,13,7.20834857008521
24,5,15,2,31,26.13823139075368
40,3,8,6,48,80.77946168699842
30,4,16,2,33,33.24464911304129
20,1,14,3,32,105.60420963073354
19,3,17,6,32,37.72123500164821
38,2,8,1,51,85.53782541679873
21,3,18,6,26,42.27226644564411
3,4,8,2,7,3.3065556030040986
12,5,15,4,18,11.035858173642712
44,4,16,5,47,66.76133283615539
41,5,9,4,53,54.436107973463876
49,5,10,5,60,42.550673220201936
48,5,9,3,62,61.553671527120656
19,2,8,3,31,36.69256834535739
12,3,9,6,25,24.299374119415063
16,4,15,1,19,20.4779943892796
35,4,9,1,49,47.12915147451571
32,5,16,3,44,41.73725355392288
0,2,8,0,1,0.0
14,2,13,0,24,47.255751193313806
12,1,13,6,15,66.0146099442728
16,2,13,4,30,43.97231359728112
23,5,14,1,28,39.71025821513624
7,5,20,0,11,3.2319642062962326
49,3,8,1,53,65.51762795928659
26,5,16,4,37,34.71277768689545
44,3,20,2,54,66.97970103181626
22,2,18,3,32,60.255381442550146
45,1,12,6,52,227.96502270449176
7,4,15,1,21,19.41571006462577
7,5,9,4,20,9.752826768334547
25,2,20,0,32,53.79642081360316
46,5,12,4,57,58.53297462572242
12,3,14,1,25,34.46144264189817
38,2,10,6,49,103.12830476384838
36,4,19,6,46,57.46031955464815
48,3,14,4,53,90.5489993715
27,2,14,3,38,70.31433448030651
24,4,18,5,37,45.37497232258705
15,3,20,4,21,31.727444247899257
1,4,17,5,2,9.533943409224934
17,2,9,5,30,34.60930747413203
16,3,15,4,22,21.02757170223911
29,1,19,3,40,128.04593745980097
38,5,16,5,39,46.08102913652063
12,1,13,4,22,67.73838783333953
31,4,13,1,40,51.414186164102404
49,2,15,6,55,112.09434622174382
28,5,12,5,36,37.341117840720344
45,2,8,0,47,96.94196537815739
29,4,17,0,35,38.68912483656642
17,2,16,0,25,33.20291493328551
12,3,10,3,16,20.468815719139506
42,3,14,3,47,90.00833427384765
20,4,13,5,32,31.201080656225134
29,2,18,6,34,64.59620202536806
20,4,11,5,30,26.82595254146655
47,5,14,5,49,56.214383777150616
16,2,16,5,23,32.157102608407676
39,3,11,6,49,61.138205148291966
18,1,18,3,23,82.199811559366
14,3,13,1,15,33.13190565583558
8,2,10,5,11,19.066827411495552
9,2,19,2,20,31.015435539024644
43,2,10,5,52,85.57377705996684
30,2,14,1,40,83.4798761879597
22,5,16,5,34,19.550878674965638
29,1,20,0,35,150.11095346073577
32,3,12,6,44,54.388383429225456
8,5,10,0,9,7.0392565983138145
46,4,20,2,54,57.9932352492715
0,2,20,5,9,5.559525081499323
43,3,20,6,57,63.33667184429505
34,4,13,5,40,44.05035997396511
10,1,15,3,15,52.31586728238716
33,3,18,0,39,66.85538172292065
15,5,20,5,20,15.428451379141842
8,4,19,1,20,26.866553928725747
31,3,11,4,33,52.45245372493907
14,5,14,2,22,23.810296705129225
11,2,14,4,13,32.00161462479648
32,3,12,2,36,64.85250130219539
44,2,17,2,56,132.08489154984892
13,4,9,1,20,20.692033355874603
7,4,11,0,12,11.091712348318804
7,4,19,3,19,17.34104504055913
26,2,12,6,33,62.18647394970949
11,2,10,0,16,21.447460381021944
0,5,11,4,4,1.6394087505152204
42,3,20,0,52,63.50172076830815
39,5,19,4,48,46.91341510877423
41,2,19,5,55,117.71969365514974
50,3,20,5,59,68.82215181038622
10,4,12,3,20,21.357652311554954
38,5,8,3,45,48.22595329730667
42,5,10,5,52,42.72498254852646
30,5,16,2,32,35.05104463622789
16,2,16,0,17,40.32362321328412
32,3,16,1,37,53.36724689365672
31,4,16,5,34,30.9193383870249
28,2,16,1,41,57.25947008639143
20,4,11,3,27,31.206774959035577
20,1,14,3,22,83.44282925295629
39,1,8,6,48,166.06184643740795
22,4,12,4,29,35.28320783838231
5,1,18,0,15,37.491144558535126
21,3,9,5,24,37.81995323504454
49,3,17,4,58,85.99311772774439
37,2,11,2,40,100.63243738781097
36,4,16,5,50,46.79530937978739
44,2,12,0,51,99.98652947314272
50,3,9,6,62,92.62736270085522
7,3,8,5,20,11.759254399370462
40,3,9,3,49,71.29325690039732
48,5,17,3,53,58.64652759274241
34,1,8,0,48,139.76085308178847
50,2,10,2,52,120.87264739837859
10,2,18,4,14,25.510665591376313
23,3,15,2,26,38.113147416267644
48,5,19,5,49,65.06548663331525
20,2,14,1,24,56.482591974727306
50,2,20,0,51,122.30562827743148
1,5,8,3,2,2.4434826286757576
39,3,17,1,51,72.97301574579679
18,5,10,2,22,21.070146385717653
38,1,14,2,45,177.3420959510973
27,2,12,3,32,67.09787930913231
16,1,13,1,24,79.25682724654371
5,2,12,5,12,19.57632047361997
18,1,15,6,25,65.81724631792711
37,2,8,2,50,94.93423141249747
27,3,14,6,29,44.20520330446488
1,4,16,4,5,0.12562549969084813
37,5,16,4,44,47.82785402253811
36,2,10,4,39,98.41768418267888
50,5,11,6,53,57.145640294676255
3,2,11,1,5,11.78148355449894
21,4,15,3,28,29.49052948337473
25,3,19,6,39,44.134296610078756
48,3,14,0,51,87.74380976357786
42,5,15,4,44,44.7378909873635
35,4,12,5,41,62.58012514248065
12,5,20,3,25,12.695784460183964
31,3,10,2,37,48.378263379990535
16,1,16,0,19,54.87774380199677
40,5,16,2,54,52.23089308703821
35,2,17,5,49,78.86227702517158
45,3,17,1,52,96.54198629076632
18,2,9,5,27,55.19814079001703
34,4,15,6,45,42.70544128111827
45,3,20,6,56,62.4760420917395
39,3,19,1,46,60.05442860549964
27,5,10,6,29,24.989286845504093
0,5,19,1,13,13.143086173482121
41,2,16,3,44,110.86350453630735
17,5,9,2,30,27.16129522093252
47,1,19,6,58,233.37145114534698
39,3,16,1,53,76.38816842654558
32,4,9,1,34,47.27452505876155
11,3,14,1,25,34.666672220951554
7,2,14,2,15,21.51130657369839
23,5,15,1,29,31.044579802235305
15,3,19,0,20,25.622727824344516
49,5,11,2,59,54.42314280567404
3,2,11,6,16,5.297851555757366
37,5,15,1,39,47.25335612034282
43,4,13,6,54,57.72458186636639
26,2,13,6,38,73.90025029256553
8,3,17,2,22,28.248704157345756
46,3,12,4,48,92.35298267662992
15,4,17,0,26,23.449089239617894
11,1,10,5,17,39.07782802677354
30,5,9,2,35,28.52591901226534
23,3,15,0,25,43.14532489988192
13,4,19,3,14,23.265738176592208
44,5,8,1,56,45.276772365847215
24,2,8,5,27,59.733810294738625
33,4,19,3,42,50.51892502202521
2,2,12,5,10,13.786726371243432
23,2,12,3,33,56.60558459966803
41,2,9,3,47,77.83944526017285
8,5,17,2,12,19.752405113195856
25,1,14,5,36,140.96731087070606
19,2,8,6,30,56.69719524768241
39,3,11,5,47,52.71561079905865
9,5,11,5,23,12.060895136336613
18,5,9,6,20,21.278689284863813
2,2,10,6,9,3.5619977004825025
23,3,9,0,37,36.60369268679431
4,4,13,1,9,13.200182642922686
2,5,9,2,15,3.0067421019197296
26,2,20,1,35,55.094353595881216
15,2,14,5,19,43.392523270986224
48,1,13,0,51,192.97414516858439
14,1,17,3,24,81.78021309155177
34,4,9,4,46,47.82186309548489
11,4,10,1,20,18.147466789301216
40,4,15,2,51,43.40004819647827
43,4,8,3,52,50.5747327749107
25,2,16,5,38,67.26903184337182
46,2,9,1,53,118.4996733517009
33,2,15,2,35,83.66238675546184
22,3,15,1,35,45.42699062273513
30,4,15,6,39,33.84899674266995
49,3,11,6,61,81.62207818589934
19,5,9,6,24,23.3851487179821
11,5,20,6,17,8.13395694794284
22,2,18,4,35,47.867539796665895
3,5,9,2,15,6.637067051772092
22,2,14,2,31,61.82582050678709
47,4,8,5,54,67.812280885661
47,3,9,2,56,87.09242790528923
0,2,10,0,3,0.0
24,1,14,1,36,129.86091576573503
1,1,18,0,10,11.042882570282007
29,4,19,1,36,52.37768228178001
2,3,15,4,8,6.53055189404114
20,2,11,5,27,45.819264083163496
24,4,11,1,28,30.804977425219626
19,3,17,6,29,34.92418905404331
48,1,8,3,59,250.06835093604585
21,2,20,4,29,49.850700188092375
20,3,8,2,28,39.98862532392754
32,5,14,5,36,39.08301952096275
37,2,18,2,50,78.93403698437962
14,5,16,6,22,18.45730657231568
45,4,9,4,47,55.99969114400924
14,3,19,6,15,27.070336950242513
45,3,16,0,56,56.82323343319766
24,3,18,2,33,51.715865525763554
20,3,14,1,28,49.61180807197036
23,2,18,2,31,61.64331692359228
4,5,15,2,11,6.159274055238229
5,5,12,1,9,17.238290897660004
48,4,8,6,61,59.376924262326
42,4,15,2,49,48.5762481254056
47,3,17,1,53,87.33487421786056
43,1,10,2,47,181.30510933009919
46,1,12,3,50,171.6370312367881
22,3,14,6,33,46.3601829277374
3,5,14,1,8,14.03437094362825
26,4,14,5,31,33.70863744965839
17,2,18,5,27,47.45561599696883
20,1,20,5,29,84.88701864354438
27,4,18,5,37,47.62651488727068
34,1,9,2,39,128.02596263033533
21,5,9,0,25,20.868077179623093
39,5,10,3,47,37.949130723071114
22,3,13,5,32,39.9730302628938
2,3,19,6,11,12.970351929730745
39,1,17,5,51,195.57797232520664
49,1,9,3,54,204.41923466966395
9,4,20,0,22,12.555314172749977
24,3,14,5,35,43.48555474359444
48,5,20,3,61,48.165178244314774
7,4,16,1,13,17.000613599788966
10,4,16,3,19,13.834157826506853
4,2,9,4,5,8.810148391464974
44,5,15,2,50,54.4238479437098
36,4,15,3,44,60.58954647581476
44,2,15,2,46,99.62924545121481
37,3,9,6,38,54.437980368907944
28,5,10,5,40,28.19564347225552
4,3,11,2,8,6.55583362113755
8,2,18,1,11,33.80826568975588
47,5,13,1,59,75.44131236862326
1,1,9,3,3,4.627523132366893
0,1,12,4,8,7.9051074513657955
39,1,16,4,45,151.15881891360124
50,4,13,1,58,79.43184135761241
29,1,19,5,39,143.91455427068016
10,4,20,1,19,22.007673151228378
27,4,15,0,40,34.93616240924935
43,2,9,5,47,100.59388825762741
11,1,11,2,21,41.48640830706206
38,5,13,2,50,42.57990221858124
25,4,11,2,31,28.098701668005887
12,2,16,5,26,29.410513103868695
7,4,19,5,15,17.151697238923422
27,5,9,6,39,39.70979056125135
29,5,14,0,38,37.887077784140594
8,1,16,2,15,42.75039995075837
38,4,9,4,45,45.727670093971994
30,5,19,5,31,40.33212633072502
20,3,13,2,22,40.53236037648306
46,5,9,5,56,48.78769668923737
33,5,12,5,38,41.87797988833713
30,4,19,1,37,44.20445874674508
24,5,18,5,33,33.82022284122518
11,2,15,0,21,18.845386172851814
0,5,10,3,11,1.1817059594465484
21,3,12,1,28,48.19163745413315
39,5,10,0,48,49.337668555674284
36,1,10,2,37,187.82410863036793
46,4,8,5,56,63.83273492174768
0,3,9,5,10,1.6045240362814708
0,2,14,2,12,9.447406968696
41,5,11,4,47,46.990848112693925
41,5,18,2,49,59.00931270257451
20,2,19,2,22,54.91880839260489
14,5,20,2,28,17.11021938275281
16,1,18,2,30,95.99242401806593
21,3,8,4,30,36.761762343336144
37,5,11,5,39,36.92030444180373
34,2,20,5,45,88.04767363368117
44,2,16,4,45,98.17158547979471
15,3,15,2,26,21.745470152626286
7,1,13,4,13,35.849072020531466
46,3,13,4,51,87.14741684591127
16,5,9,5,20,16.04506232399268
16,1,12,1,18,64.21247717179038
25,1,16,3,31,129.37100517519175
12,2,15,3,23,26.43618995684457
16,1,11,6,18,71.13475275397737
37,5,14,3,42,49.31161074961919
16,5,16,4,25,24.600064643180268
47,5,12,3,48,64.39460355094158
13,4,9,5,26,22.195868099692554
44,1,9,1,56,200.47809312592915
5,1,15,3,12,24.88399342823424
34,5,15,2,36,36.20976601015704
45,2,15,4,48,91.3315251955388
13,1,12,2,25,68.80192515754585
46,4,19,0,47,69.68239569604529
7,1,9,4,21,36.263914763484436
14,3,18,2,25,33.01536618643804
26,4,18,0,39,40.5789967496483
12,2,17,1,20,38.98970589684192
48,4,19,6,60,80.4757249279031
30,4,19,5,40,45.73838101535009
34,1,15,2,37,125.10377803856298
5,4,19,3,8,16.20676707230706
4,5,11,1,13,10.38355796690739
21,4,19,1,35,45.773743532687014
48,1,16,0,53,172.86459130842516
22,5,17,2,28,26.241480162049065
24,2,20,3,32,63.17931560027266
33,3,13,4,41,52.22819597003351
25,4,18,4,31,40.91532690209711
46,5,17,2,53,57.78136927811937
4,5,14,2,5,6.891959663874302
25,2,10,6,35,61.889350590143216
19,2,9,5,23,47.563625427581854
5,3,9,5,18,10.985647486123673
5,3,10,0,11,5.221108453153278
49,1,14,6,61,243.86697958794142
17,3,15,4,25,28.750297016699577
3,3,11,3,10,2.006427848567178
16,5,10,3,26,18.69514571169159
13,4,18,3,24,24.81773780084004
13,4,14,0,19,18.98043870777153
12,3,10,3,17,20.81059454532942
6,1,15,6,11,23.944629784706763
43,1,11,3,48,166.23504269045247
14,4,15,4,19,20.68175935566515
18,2,9,5,24,47.54111486535177
42,5,20,6,47,44.005847269191705
46,3,15,6,51,76.33581244464051
43,5,15,5,44,45.85632835206016
34,3,20,3,37,60.66679345494314
16,3,17,2,17,29.52946722366354
34,4,10,2,45,46.387052567623925
18,5,9,1,32,23.72093814468077
19,5,14,0,31,25.492899054599057
35,2,16,4,38,92.00773286036248
34,2,17,1,35,87.41292231050309
31,5,8,1,37,37.437402066679454
47,2,20,0,53,108.98369610186386
43,2,12,5,49,89.10902236380814
39,3,20,6,46,74.51481473793667
23,4,10,0,33,31.933991533552515
16,3,16,1,17,30.24102305006121
6,2,15,3,16,18.26175843279528
42,3,16,2,52,82.64900706846608
49,3,16,1,57,84.51647249492724
0,1,17,5,12,7.818557204772697
34,3,10,0,38,44.657334834497554
31,3,14,1,40,64.45520661927439
35,4,12,2,37,35.92507923755708
12,5,13,5,14,20.457273242471096
5,1,15,4,13,23.55678787300386
13,1,17,2,14,72.59139130514268
36,1,18,4,40,190.60941198320612
47,1,15,0,60,175.98431751133867
14,4,14,4,21,35.31179898261494
46,5,20,3,58,49.780129466332696
3,4,8,1,14,10.513004358291363
39,1,8,1,43,189.78570492751874
15,5,13,3,24,24.32575966436511
27,4,16,5,30,33.15956385870804
15,5,15,2,20,20.224071221944797
3,4,19,0,6,9.845866330723858
44,5,8,3,47,33.70046536614501
25,4,15,6,31,22.543067956923807
27,1,12,1,33,126.91395685342519
31,1,9,6,33,135.71440439143623
44,1,14,4,49,204.39807372016475
1,4,9,6,8,0.0
30,5,19,2,43,38.77463312798839
2,5,11,2,3,0.04034196250008604
7,2,20,3,10,19.761734550749043
23,3,18,1,26,53.14592708331029
14,1,19,1,25,86.09864026533602
42,1,11,0,49,174.59625995876456
30,1,12,0,35,131.47398292857036
8,2,13,3,22,28.39443461868847
38,2,9,5,52,74.09418663783103
44,2,15,3,45,103.48969719323605
1,1,20,1,7,11.833648173174533
7,5,16,6,17,6.018946836994464
6,1,10,6,17,20.718661237083168
43,2,14,5,54,105.73995341940223
50,2,11,3,64,139.16485684498798
38,3,18,2,45,81.99261563562585
41,4,20,4,47,57.06257670574897
15,3,17,1,16,31.123449458590724
34,3,18,2,40,69.31047118232536
29,1,11,4,36,135.67091613782296
9,4,8,1,16,15.582350071559217
37,4,18,1,41,64.23239005547353
17,1,12,1,18,91.29797821441679
49,5,13,2,62,71.1657628075197
4,1,20,6,8,12.533300638567423
28,5,18,1,30,41.10666995610866
38,5,12,3,41,50.898658615823955
